SiteID,Name,PI,Data_Use_Policy,AmeriFlux_BASE_Data,AmeriFlux_FLUXNET_Data,IGBP,IGBP_Description,Koppen,Koppen_Description,MAP,MAT,Country,Latitude,Longitude,Elevation,Years_of_AmeriFlux_BASE_Data,AmeriFlux_BASE_DOI,Years_of_AmeriFlux_FLUXNET_Data,AmeriFlux_FLUXNET_DOI,SiteStart,SiteEnd,BASE_variables_available,FLUXNET_variables_available,Number_of_years,Wetness_Index
US-Wi1,Intermediate hardwood (IHW),Jiquan Chen (jqchen@msu.edu),CC-BY-4.0,Yes,Yes,DBF,Deciduous Broadleaf Forests: Lands dominated by woody vegetation with a percent cover >60% and height exceeding 2 meters.  Consists of broadleaf tree communities with an annual cycle of leaf-on and leaf-off periods.,Dfb,Warm Summer Continental: significant precipitation in all seasons ,,,USA,46.7305,-91.2329,352,2003,https://doi.org/10.17190/AMF/1246015,2003,https://doi.org/10.17190/AMF/2229394,2003,2003,"CO2, FC, G, H, H2O, LE, NEE, NETRAD, P, PA, PPFD_IN, RH, SC, TA, TS, USTAR, VPD, WD, WS",,1,0.8441
US-Wi3,Mature hardwood (MHW),Jiquan Chen (jqchen@msu.edu),CC-BY-4.0,Yes,Yes,DBF,Deciduous Broadleaf Forests: Lands dominated by woody vegetation with a percent cover >60% and height exceeding 2 meters.  Consists of broadleaf tree communities with an annual cycle of leaf-on and leaf-off periods.,Dfb,Warm Summer Continental: significant precipitation in all seasons ,,,USA,46.6347,-91.0987,411,"2002, 2003, 2004",https://doi.org/10.17190/AMF/1246018,"2002, 2003, 2004",https://doi.org/10.17190/AMF/2229395,2002,2004,"CO2, FC, G, H, H2O, LE, NEE, NETRAD, P, PA, PPFD_IN, RH, SC, TA, TS, USTAR, VPD, WD, WS",,3,0.8679
US-Wi4,Mature red pine (MRP),Jiquan Chen (jqchen@msu.edu),CC-BY-4.0,Yes,Yes,ENF,Evergreen Needleleaf Forests: Lands dominated by woody vegetation with a percent cover >60% and height exceeding 2 meters. Almost all trees remain green all year. Canopy is never without green foliage.,Dfb,Warm Summer Continental: significant precipitation in all seasons ,,,USA,46.7393,-91.1663,352,"2002, 2003, 2004, 2005",https://doi.org/10.17190/AMF/1246019,"2002, 2003, 2004, 2005",https://doi.org/10.17190/AMF/2229396,2002,2005,"CO2, FC, G, H, H2O, LE, NEE, NETRAD, P, PA, PPFD_IN, RH, SC, TA, TS, USTAR, VPD, WD, WS",,4,0.8499
US-Wi5,Mixed young jack pine (MYJP),Jiquan Chen (jqchen@msu.edu),CC-BY-4.0,Yes,Yes,ENF,Evergreen Needleleaf Forests: Lands dominated by woody vegetation with a percent cover >60% and height exceeding 2 meters. Almost all trees remain green all year. Canopy is never without green foliage.,Dfb,Warm Summer Continental: significant precipitation in all seasons ,,,USA,46.6531,-91.0858,353,2004,https://doi.org/10.17190/AMF/1246020,2004,https://doi.org/10.17190/AMF/2229397,2004,2004,"CO2, FC, G, H, H2O, LE, NEE, NETRAD, P, PA, PPFD_IN, RH, TA, TS, USTAR, VPD, WD, WS",,1,0.8532
US-Wi6,Pine barrens #1 (PB1),Jiquan Chen (jqchen@msu.edu),CC-BY-4.0,Yes,Yes,OSH,Open Shrublands: Lands with woody vegetation less than 2 meters tall and with shrub canopy cover between 10-60%. The shrub foliage can be either evergreen or deciduous.,Dfb,Warm Summer Continental: significant precipitation in all seasons ,,,USA,46.6249,-91.2982,371,"2002, 2003",https://doi.org/10.17190/AMF/1246021,"2002, 2003",https://doi.org/10.17190/AMF/2229398,2002,2002,"CO2, FC, G, H, H2O, LE, NEE, NETRAD, P, PA, PPFD_IN, RH, TA, TS, USTAR, VPD, WD, WS",,2,0.854
US-Wi7,Red pine clearcut (RPCC),Jiquan Chen (jqchen@msu.edu),CC-BY-4.0,Yes,Yes,OSH,Open Shrublands: Lands with woody vegetation less than 2 meters tall and with shrub canopy cover between 10-60%. The shrub foliage can be either evergreen or deciduous.,Dfb,Warm Summer Continental: significant precipitation in all seasons ,,,USA,46.6491,-91.0693,335,2005,https://doi.org/10.17190/AMF/1246022,2005,https://doi.org/10.17190/AMF/2229399,2005,2005,"CO2, FC, G, H, H2O, LE, NEE, NETRAD, P, PA, PPFD_IN, RH, TA, TS, USTAR, VPD, WD, WS",,1,0.853
US-Wi8,Young hardwood clearcut (YHW),Jiquan Chen (jqchen@msu.edu),CC-BY-4.0,Yes,Yes,DBF,Deciduous Broadleaf Forests: Lands dominated by woody vegetation with a percent cover >60% and height exceeding 2 meters.  Consists of broadleaf tree communities with an annual cycle of leaf-on and leaf-off periods.,Dfb,Warm Summer Continental: significant precipitation in all seasons ,,,USA,46.7223,-91.2524,348,2002,https://doi.org/10.17190/AMF/1246023,2002,https://doi.org/10.17190/AMF/2229400,2002,2002,"CO2, FC, G, H, H2O, LE, NEE, NETRAD, P, PA, PPFD_IN, RH, TA, TS, USTAR, VPD, WD, WS",,1,0.8504
US-Wi9,Young Jack pine (YJP),Jiquan Chen (jqchen@msu.edu),CC-BY-4.0,Yes,Yes,ENF,Evergreen Needleleaf Forests: Lands dominated by woody vegetation with a percent cover >60% and height exceeding 2 meters. Almost all trees remain green all year. Canopy is never without green foliage.,Dfb,Warm Summer Continental: significant precipitation in all seasons ,,,USA,46.7385,-91.0746,350,"2004, 2005",https://doi.org/10.17190/AMF/1246024,"2004, 2005",https://doi.org/10.17190/AMF/2229401,2004,2005,"CO2, FC, G, H, H2O, LE, NEE, NETRAD, P, PA, PPFD_IN, RH, SC, TA, TS, USTAR, VPD, WD, WS",,2,0.8593
US-Wjs,Willard Juniper Savannah,Marcy Litvak (mlitvak@unm.edu),CC-BY-4.0,Yes,Yes,SAV,"Savannas: Lands with herbaceous and other understory systems, and with forest canopy cover between 10-30%. The forest cover height exceeds 2 meters.",Bsk,Steppe: warm winter,361,15.2,USA,34.4255,-105.8615,1931,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023",https://doi.org/10.17190/AMF/1246120,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021",https://doi.org/10.17190/AMF/1871146,2007,,"CO2, FC, H, H2O, LE, LW_IN, LW_OUT, NETRAD, P, PA, PPFD_IN, RH, SW_IN, SW_OUT, TA, USTAR, VPD, WD, WS",,15,0.1763
US-Wkg,Walnut Gulch Kendall Grasslands,Russell Scott (russ.scott@ars.usda.gov),CC-BY-4.0,Yes,Yes,GRA,"Grasslands: Lands with herbaceous types of cover. Tree and shrub cover is less than 10%. Permanent wetlands lands with a permanent mixture of water and herbaceous or woody vegetation. The vegetation can be present in either salt, brackish, or fresh water.",Bsk,Steppe: warm winter,407,15.64,USA,31.7365,-109.9419,1531,"2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023",https://doi.org/10.17190/AMF/1246112,"2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021",https://doi.org/10.17190/AMF/1984575,2004,,"CO2, FC, G, H, H2O, LE, LW_IN, LW_OUT, NETRAD, P, PA, PPFD_IN, PPFD_OUT, RH, SWC, SW_IN, SW_OUT, TA, T_CANOPY, TS, T_SONIC, USTAR, WD, WS",,18,0.1682
US-WPT,Winous Point North Marsh,Jiquan Chen (jqchen@msu.edu),CC-BY-4.0,Yes,Yes,WET,"Permanent Wetlands: Lands with a permanent mixture of water and herbaceous or woody vegetation that cover extensive areas. The vegetation can be present in either salt, brackish, or fresh water",Dfa,"Humid Continental: humid with severe winter, no dry season, hot summer",849,10.1,USA,41.4646,-82.9962,175,"2011, 2012, 2013",https://doi.org/10.17190/AMF/1246155,"2011, 2012, 2013",https://doi.org/10.17190/AMF/2229402,2011,2013,"CH4, CO2, FC, FCH4, H, H2O, LE, LW_IN, LW_OUT, MO_LENGTH, NEE, NETRAD, P, PA, PPFD_IN, RH, SW_IN, SW_OUT, TA, TS, T_SONIC, T_SONIC_SIGMA, TW, U_SIGMA, USTAR, V_SIGMA, WD, WS, W_SIGMA, WTD, ZL",,3,0.7619
US-xAB,NEON Abby Road (ABBY),National Ecological Observatory Network (neon-ameriflux@battelleecology.org),CC-BY-4.0,Yes,Yes,ENF,Evergreen Needleleaf Forests: Lands dominated by woody vegetation with a percent cover >60% and height exceeding 2 meters. Almost all trees remain green all year. Canopy is never without green foliage.,Csb,"Mediterranean: mild with dry, warm summer",2450.59,10,USA,45.7624,-122.3303,363,"2017, 2018, 2019, 2020, 2021, 2022",https://doi.org/10.17190/AMF/1617726,"2019, 2020, 2021",https://doi.org/10.17190/AMF/2229403,2017,,"CH4, CH4_MIXING_RATIO, CO2, CO2_MIXING_RATIO, FC, FETCH_90, FETCH_MAX, G, H, H2O, H2O_MIXING_RATIO, LE, LW_BC_IN, LW_BC_OUT, LW_IN, LW_OUT, NEE, NETRAD, P, PA, PPFD_BC_IN, PPFD_IN, PPFD_OUT, RH, SC, SH, SLE, SWC, SW_DIF, SW_IN, SW_OUT, TA, T_CANOPY, THROUGHFALL, TS, T_SONIC, T_SONIC_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, WS_MAX",,3,2.1945
US-xAE,NEON Klemme Range Research Station (OAES),National Ecological Observatory Network (neon-ameriflux@battelleecology.org),CC-BY-4.0,Yes,Yes,GRA,"Grasslands: Lands with herbaceous types of cover. Tree and shrub cover is less than 10%. Permanent wetlands lands with a permanent mixture of water and herbaceous or woody vegetation. The vegetation can be present in either salt, brackish, or fresh water.",Cfa,"Humid Subtropical: mild with no dry season, hot summer",778.85,15.5,USA,35.4106,-99.0588,516,"2017, 2018, 2019, 2020, 2021, 2022",https://doi.org/10.17190/AMF/1671891,"2017, 2018, 2019, 2020, 2021",https://doi.org/10.17190/AMF/1985434,2017,,"CH4, CH4_MIXING_RATIO, CO2, CO2_MIXING_RATIO, FC, FETCH_90, FETCH_MAX, G, H, H2O, H2O_MIXING_RATIO, LE, LW_BC_IN, LW_BC_OUT, LW_IN, LW_OUT, NEE, NETRAD, P, PA, PPFD_BC_IN, PPFD_IN, PPFD_OUT, RH, SC, SH, SLE, SWC, SW_DIF, SW_IN, SW_OUT, TA, T_CANOPY, TS, T_SONIC, T_SONIC_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, WS_MAX",,5,0.3546
US-xBA,NEON Barrow Environmental Observatory (BARR),National Ecological Observatory Network (neon-ameriflux@battelleecology.org),CC-BY-4.0,Yes,Yes,WET,"Permanent Wetlands: Lands with a permanent mixture of water and herbaceous or woody vegetation that cover extensive areas. The vegetation can be present in either salt, brackish, or fresh water",ET,Tundra,110,-12,USA,71.2824,-156.6194,6,"2017, 2018, 2019, 2020, 2021, 2022",https://doi.org/10.17190/AMF/1671892,"2019, 2020, 2021",https://doi.org/10.17190/AMF/2229404,2017,,"CH4, CH4_MIXING_RATIO, CO2, CO2_MIXING_RATIO, FC, FETCH_90, FETCH_MAX, G, H, H2O, H2O_MIXING_RATIO, LE, LW_BC_IN, LW_BC_OUT, LW_IN, LW_OUT, NEE, NETRAD, P, PA, PPFD_BC_IN, PPFD_IN, PPFD_OUT, RH, SC, SH, SLE, SWC, SW_DIF, SW_IN, SW_OUT, TA, T_CANOPY, TS, T_SONIC, T_SONIC_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, WS_MAX",,3,0.4602
US-xBL,NEON Blandy Experimental Farm (BLAN),National Ecological Observatory Network (neon-ameriflux@battelleecology.org),CC-BY-4.0,Yes,Yes,DBF,Deciduous Broadleaf Forests: Lands dominated by woody vegetation with a percent cover >60% and height exceeding 2 meters.  Consists of broadleaf tree communities with an annual cycle of leaf-on and leaf-off periods.,Cfa,"Humid Subtropical: mild with no dry season, hot summer",982.55,12.1,USA,39.0603,-78.0716,183,"2017, 2018, 2019, 2020, 2021, 2022",https://doi.org/10.17190/AMF/1671893,"2019, 2020, 2021",https://doi.org/10.17190/AMF/2229405,2016,,"CH4, CH4_MIXING_RATIO, CO2, CO2_MIXING_RATIO, FC, FETCH_90, FETCH_MAX, G, H, H2O, H2O_MIXING_RATIO, LE, LW_BC_IN, LW_BC_OUT, LW_IN, LW_OUT, NEE, NETRAD, P, PA, PPFD_BC_IN, PPFD_IN, PPFD_OUT, RH, SC, SH, SLE, SWC, SW_DIF, SW_IN, SW_OUT, TA, T_CANOPY, THROUGHFALL, TS, T_SONIC, T_SONIC_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, WS_MAX",,3,0.7894
US-xBN,NEON Caribou Creek - Poker Flats Watershed (BONA),National Ecological Observatory Network (neon-ameriflux@battelleecology.org),CC-BY-4.0,Yes,Yes,ENF,Evergreen Needleleaf Forests: Lands dominated by woody vegetation with a percent cover >60% and height exceeding 2 meters. Almost all trees remain green all year. Canopy is never without green foliage.,Dwc,"Subarctic: severe, dry winter, cool summer ",275,-2,USA,65.154,-147.5026,263,"2017, 2018, 2019, 2020, 2021, 2022",https://doi.org/10.17190/AMF/1617727,"2019, 2020, 2021",https://doi.org/10.17190/AMF/2229406,2017,,"CH4, CH4_MIXING_RATIO, CO2, CO2_MIXING_RATIO, FC, FETCH_90, FETCH_MAX, G, H, H2O, H2O_MIXING_RATIO, LE, LW_BC_IN, LW_BC_OUT, LW_IN, LW_OUT, NEE, NETRAD, P, PA, PPFD_BC_IN, PPFD_IN, PPFD_OUT, RH, SC, SH, SLE, SWC, SW_DIF, SW_IN, SW_OUT, TA, T_CANOPY, THROUGHFALL, TS, T_SONIC, T_SONIC_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, WS_MAX",,3,0.508
US-xBR,NEON Bartlett Experimental Forest (BART),National Ecological Observatory Network (neon-ameriflux@battelleecology.org),CC-BY-4.0,Yes,Yes,DBF,Deciduous Broadleaf Forests: Lands dominated by woody vegetation with a percent cover >60% and height exceeding 2 meters.  Consists of broadleaf tree communities with an annual cycle of leaf-on and leaf-off periods.,Dfb,Warm Summer Continental: significant precipitation in all seasons ,1246,5.6,USA,44.0639,-71.2873,232,"2017, 2018, 2019, 2020, 2021, 2022",https://doi.org/10.17190/AMF/1579542,"2017, 2018, 2019, 2020, 2021",https://doi.org/10.17190/AMF/1881598,2016,,"CH4, CH4_MIXING_RATIO, CO2, CO2_MIXING_RATIO, FC, FETCH_90, FETCH_MAX, G, H, H2O, H2O_MIXING_RATIO, LE, LW_BC_IN, LW_BC_OUT, LW_IN, LW_OUT, NEE, NETRAD, P, PA, PPFD_BC_IN, PPFD_IN, PPFD_OUT, RH, SC, SH, SLE, SWC, SW_DIF, SW_IN, SW_OUT, TA, T_CANOPY, THROUGHFALL, TS, T_SONIC, T_SONIC_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, WS_MAX",,5,1.2788
US-xCL,NEON LBJ National Grassland (CLBJ),National Ecological Observatory Network (neon-ameriflux@battelleecology.org),CC-BY-4.0,Yes,Yes,GRA,"Grasslands: Lands with herbaceous types of cover. Tree and shrub cover is less than 10%. Permanent wetlands lands with a permanent mixture of water and herbaceous or woody vegetation. The vegetation can be present in either salt, brackish, or fresh water.",Cfa,"Humid Subtropical: mild with no dry season, hot summer",925.61,17.5,USA,33.4012,-97.57,259,"2017, 2018, 2019, 2020, 2021, 2022",https://doi.org/10.17190/AMF/1671894,"2017, 2018, 2019, 2020, 2021",https://doi.org/10.17190/AMF/1985435,2017,,"CH4, CH4_MIXING_RATIO, CO2, CO2_MIXING_RATIO, FC, FETCH_90, FETCH_MAX, G, H, H2O, H2O_MIXING_RATIO, LE, LW_BC_IN, LW_BC_OUT, LW_IN, LW_OUT, NEE, NETRAD, P, PA, PPFD_BC_IN, PPFD_IN, PPFD_OUT, RH, SC, SH, SLE, SWC, SW_DIF, SW_IN, SW_OUT, TA, T_CANOPY, THROUGHFALL, TS, T_SONIC, T_SONIC_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, WS_MAX",,5,0.4713
US-xCP,NEON Central Plains Experimental Range (CPER),National Ecological Observatory Network (neon-ameriflux@battelleecology.org),CC-BY-4.0,Yes,Yes,GRA,"Grasslands: Lands with herbaceous types of cover. Tree and shrub cover is less than 10%. Permanent wetlands lands with a permanent mixture of water and herbaceous or woody vegetation. The vegetation can be present in either salt, brackish, or fresh water.",Bsk,Steppe: warm winter,320,8.6,USA,40.8155,-104.7456,1654,"2016, 2017, 2018, 2019, 2020, 2021, 2022",https://doi.org/10.17190/AMF/1579720,"2016, 2017, 2018, 2019, 2020, 2021",https://doi.org/10.17190/AMF/1985436,2016,,"CH4, CH4_MIXING_RATIO, CO2, CO2_MIXING_RATIO, FC, FETCH_90, FETCH_MAX, G, H, H2O, H2O_MIXING_RATIO, LE, LW_BC_IN, LW_BC_OUT, LW_IN, LW_OUT, NEE, NETRAD, P, PA, PPFD_BC_IN, PPFD_IN, PPFD_OUT, RH, SC, SH, SLE, SWC, SW_DIF, SW_IN, SW_OUT, TA, T_CANOPY, TS, T_SONIC, T_SONIC_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, WS_MAX",,6,0.2129
US-xDC,NEON Dakota Coteau Field School (DCFS),National Ecological Observatory Network (neon-ameriflux@battelleecology.org),CC-BY-4.0,Yes,Yes,GRA,"Grasslands: Lands with herbaceous types of cover. Tree and shrub cover is less than 10%. Permanent wetlands lands with a permanent mixture of water and herbaceous or woody vegetation. The vegetation can be present in either salt, brackish, or fresh water.",Dfb,Warm Summer Continental: significant precipitation in all seasons ,489.74,4.9,USA,47.1617,-99.1066,559,"2017, 2018, 2019, 2020, 2021, 2022",https://doi.org/10.17190/AMF/1617728,"2017, 2018, 2019, 2020, 2021",https://doi.org/10.17190/AMF/1985437,2017,,"CH4, CH4_MIXING_RATIO, CO2, CO2_MIXING_RATIO, FC, FETCH_90, FETCH_MAX, G, H, H2O, H2O_MIXING_RATIO, LE, LW_BC_IN, LW_BC_OUT, LW_IN, LW_OUT, NEE, NETRAD, P, PA, PPFD_BC_IN, PPFD_IN, PPFD_OUT, RH, SC, SH, SLE, SWC, SW_DIF, SW_IN, SW_OUT, TA, T_CANOPY, TS, T_SONIC, T_SONIC_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, WS_MAX",,5,0.3792
US-xDJ,NEON Delta Junction (DEJU),National Ecological Observatory Network (neon-ameriflux@battelleecology.org),CC-BY-4.0,Yes,Yes,ENF,Evergreen Needleleaf Forests: Lands dominated by woody vegetation with a percent cover >60% and height exceeding 2 meters. Almost all trees remain green all year. Canopy is never without green foliage.,Dfc,"Subarctic: severe winter, no dry season, cool summer",300,-2,USA,63.8811,-145.7514,529,"2017, 2018, 2019, 2020, 2021, 2022",https://doi.org/10.17190/AMF/1634884,"2019, 2020, 2021",https://doi.org/10.17190/AMF/2229407,2017,,"CH4, CH4_MIXING_RATIO, CO2, CO2_MIXING_RATIO, FC, FETCH_90, FETCH_MAX, G, H, H2O, H2O_MIXING_RATIO, LE, LW_BC_IN, LW_BC_OUT, LW_IN, LW_OUT, NEE, NETRAD, P, PA, PPFD_BC_IN, PPFD_IN, PPFD_OUT, RH, SC, SH, SLE, SWC, SW_DIF, SW_IN, SW_OUT, TA, T_CANOPY, THROUGHFALL, TS, T_SONIC, T_SONIC_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, WS_MAX",,3,0.4625
US-xDL,NEON Dead Lake (DELA),National Ecological Observatory Network (neon-ameriflux@battelleecology.org),CC-BY-4.0,Yes,Yes,MF,Mixed Forests: Lands dominated by trees with a percent cover >60% and height exceeding 2 meters.  Consists of tree communities with interspersed mixtures or mosaics of the other four forest types.  None of the forest types exceeds 60% of landscape.,Cfa,"Humid Subtropical: mild with no dry season, hot summer",1372,17.6,USA,32.5417,-87.8039,22,"2017, 2018, 2019, 2020, 2021, 2022",https://doi.org/10.17190/AMF/1579721,"2017, 2018, 2019, 2020, 2021",https://doi.org/10.17190/AMF/1985438,2017,,"CH4, CH4_MIXING_RATIO, CO2, CO2_MIXING_RATIO, FC, FETCH_90, FETCH_MAX, G, H, H2O, H2O_MIXING_RATIO, LE, LW_BC_IN, LW_BC_OUT, LW_IN, LW_OUT, NEE, NETRAD, P, PA, PPFD_BC_IN, PPFD_IN, PPFD_OUT, RH, SC, SH, SLE, SWC, SW_DIF, SW_IN, SW_OUT, TA, T_CANOPY, THROUGHFALL, TS, T_SONIC, T_SONIC_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, WS_MAX",,5,0.9095
US-xDS,NEON Disney Wilderness Preserve (DSNY),National Ecological Observatory Network (neon-ameriflux@battelleecology.org),CC-BY-4.0,Yes,Yes,CVM,"Cropland/Natural Vegetation Mosaics: Lands with a mosaic of croplands, forest, shrublands, and grasslands in which no one component comprises more than 60% of the landscape",Cfa,"Humid Subtropical: mild with no dry season, hot summer",1216.09,22.5,USA,28.125,-81.4362,15,"2017, 2018, 2019, 2020, 2021, 2022",https://doi.org/10.17190/AMF/1671895,"2017, 2018, 2019, 2020, 2021",https://doi.org/10.17190/AMF/1985439,2017,,"CH4, CH4_MIXING_RATIO, CO2, CO2_MIXING_RATIO, FC, FETCH_90, FETCH_MAX, G, H, H2O, H2O_MIXING_RATIO, LE, LW_BC_IN, LW_BC_OUT, LW_IN, LW_OUT, NEE, NETRAD, P, PA, PPFD_BC_IN, PPFD_IN, PPFD_OUT, RH, SC, SH, SLE, SWC, SW_DIF, SW_IN, SW_OUT, TA, T_CANOPY, THROUGHFALL, TS, T_SONIC, T_SONIC_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, WS_MAX",,5,0.6822
US-xGR,"NEON Great Smoky Mountains National Park, Twin Creeks (GRSM)",National Ecological Observatory Network (neon-ameriflux@battelleecology.org),CC-BY-4.0,Yes,Yes,DBF,Deciduous Broadleaf Forests: Lands dominated by woody vegetation with a percent cover >60% and height exceeding 2 meters.  Consists of broadleaf tree communities with an annual cycle of leaf-on and leaf-off periods.,Cfa,"Humid Subtropical: mild with no dry season, hot summer",1375,13.1,USA,35.689,-83.5019,579,"2017, 2018, 2019, 2020, 2021, 2022",https://doi.org/10.17190/AMF/1634885,"2017, 2018, 2019, 2020, 2021",https://doi.org/10.17190/AMF/1985440,2017,,"CH4, CH4_MIXING_RATIO, CO2, CO2_MIXING_RATIO, FC, FETCH_90, FETCH_MAX, G, H, H2O, H2O_MIXING_RATIO, LE, LW_BC_IN, LW_BC_OUT, LW_IN, LW_OUT, NEE, NETRAD, P, PA, PPFD_BC_IN, PPFD_IN, PPFD_OUT, RH, SC, SH, SLE, SWC, SW_DIF, SW_IN, SW_OUT, TA, T_CANOPY, THROUGHFALL, TS, T_SONIC, T_SONIC_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, WS_MAX",,5,1.0712
US-xHA,NEON Harvard Forest (HARV),National Ecological Observatory Network (neon-ameriflux@battelleecology.org),CC-BY-4.0,Yes,Yes,DBF,Deciduous Broadleaf Forests: Lands dominated by woody vegetation with a percent cover >60% and height exceeding 2 meters.  Consists of broadleaf tree communities with an annual cycle of leaf-on and leaf-off periods.,Dfb,Warm Summer Continental: significant precipitation in all seasons ,1071,6.62,USA,42.5369,-72.1727,351,"2017, 2018, 2019, 2020, 2021, 2022",https://doi.org/10.17190/AMF/1562391,"2017, 2018, 2019, 2020, 2021",https://doi.org/10.17190/AMF/1985441,2017,,"CH4, CH4_MIXING_RATIO, CO2, CO2_MIXING_RATIO, FC, FETCH_90, FETCH_MAX, G, H, H2O, H2O_MIXING_RATIO, LE, LW_BC_IN, LW_BC_OUT, LW_IN, LW_OUT, NEE, NETRAD, P, PA, PPFD_BC_IN, PPFD_IN, PPFD_OUT, RH, SC, SH, SLE, SWC, SW_DIF, SW_IN, SW_OUT, TA, T_CANOPY, THROUGHFALL, TS, T_SONIC, T_SONIC_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, WS_MAX",,5,1.0976
US-xHE,NEON Healy (HEAL),National Ecological Observatory Network (neon-ameriflux@battelleecology.org),CC-BY-4.0,Yes,Yes,OSH,Open Shrublands: Lands with woody vegetation less than 2 meters tall and with shrub canopy cover between 10-60%. The shrub foliage can be either evergreen or deciduous.,ET,Tundra,320,-4,USA,63.8757,-149.2133,705,"2017, 2018, 2019, 2020, 2021, 2022",https://doi.org/10.17190/AMF/1617729,"2017, 2018, 2019, 2020, 2021",https://doi.org/10.17190/AMF/1985442,2017,,"CH4, CH4_MIXING_RATIO, CO2, CO2_MIXING_RATIO, FC, FETCH_90, FETCH_MAX, G, H, H2O, H2O_MIXING_RATIO, LE, LW_BC_IN, LW_BC_OUT, LW_IN, LW_OUT, NEE, NETRAD, P, PA, PPFD_BC_IN, PPFD_IN, PPFD_OUT, RH, SC, SH, SLE, SWC, SW_DIF, SW_IN, SW_OUT, TA, T_CANOPY, TS, T_SONIC, T_SONIC_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, WS_MAX",,5,0.7021
US-xJE,NEON Jones Ecological Research Center (JERC),National Ecological Observatory Network (neon-ameriflux@battelleecology.org),CC-BY-4.0,Yes,Yes,ENF,Evergreen Needleleaf Forests: Lands dominated by woody vegetation with a percent cover >60% and height exceeding 2 meters. Almost all trees remain green all year. Canopy is never without green foliage.,Cfa,"Humid Subtropical: mild with no dry season, hot summer",1307.97,19.2,USA,31.1948,-84.4686,44,"2017, 2018, 2019, 2020, 2021, 2022",https://doi.org/10.17190/AMF/1617730,"2017, 2018, 2019, 2020, 2021",https://doi.org/10.17190/AMF/1985443,2017,,"CH4, CH4_MIXING_RATIO, CO2, CO2_MIXING_RATIO, FC, FETCH_90, FETCH_MAX, G, H, H2O, H2O_MIXING_RATIO, LE, LW_BC_IN, LW_BC_OUT, LW_IN, LW_OUT, NEE, NETRAD, P, PA, PPFD_BC_IN, PPFD_IN, PPFD_OUT, RH, SC, SH, SLE, SWC, SW_DIF, SW_IN, SW_OUT, TA, T_CANOPY, THROUGHFALL, TS, T_SONIC, T_SONIC_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, WS_MAX",,5,0.8272
US-xJR,NEON Jornada LTER (JORN),National Ecological Observatory Network (neon-ameriflux@battelleecology.org),CC-BY-4.0,Yes,Yes,OSH,Open Shrublands: Lands with woody vegetation less than 2 meters tall and with shrub canopy cover between 10-60%. The shrub foliage can be either evergreen or deciduous.,Bsk,Steppe: warm winter,271.33,15.7,USA,32.5907,-106.8425,1329,"2017, 2018, 2019, 2020, 2021, 2022",https://doi.org/10.17190/AMF/1617731,"2019, 2020, 2021",https://doi.org/10.17190/AMF/2229408,2017,,"CH4, CH4_MIXING_RATIO, CO2, CO2_MIXING_RATIO, FC, FETCH_90, FETCH_MAX, G, H, H2O, H2O_MIXING_RATIO, LE, LW_BC_IN, LW_BC_OUT, LW_IN, LW_OUT, NEE, NETRAD, P, PA, PPFD_BC_IN, PPFD_IN, PPFD_OUT, RH, SC, SH, SLE, SWC, SW_DIF, SW_IN, SW_OUT, TA, T_CANOPY, THROUGHFALL, TS, T_SONIC, T_SONIC_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, WS_MAX",,3,0.116
